
2024-11-08,30.0,30.0,30.0,30.0,0.0,4980,149400,149400
2022-01-26,30.0,30.0,30.0,30.0,0.0,4980,149400,149400
2021-06-10,30.0,30.0,30.0,30.0,,50000,1500000,1500000
