
2022-03-04,1002.0,1002.0,1002.0,1002.0,2.98,1165,1167330,1167330
2020-06-25,973.0,973.0,973.0,973.0,2.96,810,788130,788130
2019-04-11,945.0,945.0,945.0,945.0,0.0,105,99225,99225
2018-06-12,945.0,945.0,945.0,945.0,0.0,79,74655,74655
2017-11-29,945.0,945.0,945.0,945.0,0.0,176,166320,166320
2017-08-15,945.0,945.0,945.0,945.0,0.0,149,140805,140805
2017-04-06,945.0,945.0,945.0,945.0,0.0,205,193725,193725
2016-05-19,945.0,945.0,945.0,945.0,16.67,96,90720,90720
2016-03-29,810.0,810.0,810.0,810.0,-14.29,1855,1502550,1502550
