
2021-06-01,97.0,97.0,97.0,97.0,-2.02,50,4850,4850
2019-08-16,99.0,99.0,99.0,99.0,102.04,50,4950,4950
2016-01-14,49.0,49.0,49.0,49.0,0.0,12149,595301,595301
2016-01-13,49.0,49.0,49.0,49.0,0.0,140384,6878816,6878816
2016-01-12,49.0,49.0,49.0,49.0,-51.0,10,490,490
